brian,BPName,Account#,Contract#,ContractStartDt,ContractEndDt,Rate,Premise#,PremiseAddress,UsageMonth,Invoice#,Bill#,BillPeriodStartDate,BillPeriodEndDate,BillPeriodDays,BillAmount,kWhQty,BilledkW,ActualkW,BLC,Meter#
10255635,BOISE STATE UNIVERSITY,2200469662,32585347,10/25/2017,NULL,I01,60099647,1910 W BOISE AVE 2 /BOISE ID 83706-3101,202201,6558198433,1513961833,12/24/2021,1/24/2022,32,313.87,2968,NULL,15,NULL,76953462
10255635,BOISE STATE UNIVERSITY,2200469662,32585309,10/25/2017,NULL,I01,60506219,2000 W BOISE AVE 4 /BOISE ID 83706-3106,202201,6558198433,1498669109,12/24/2021,1/24/2022,32,201.93,1974,NULL,10,NULL,76953463
10255635,BOISE STATE UNIVERSITY,2200469662,33032955,5/25/2021,NULL,I01,60355830,2000 W BOISE AVE 5 /BOISE ID 83706-3106,202201,6558198433,1575157722,12/24/2021,1/24/2022,32,165.45,1620,NULL,4,NULL,76953464
10255635,BOISE STATE UNIVERSITY,2200469662,32584886,10/25/2017,NULL,I01,60229840,1980 W BOISE AVE 2 /BOISE ID 83706-3105,202201,6558198433,1100050073,12/24/2021,1/24/2022,32,196.15,1918,NULL,4,NULL,76953465
10255635,BOISE STATE UNIVERSITY,2200469662,32585610,10/25/2017,NULL,I01,60330003,1980 W BOISE AVE 4 /BOISE ID 83706-3105,202201,6558198433,1069454848,12/24/2021,1/24/2022,32,75.33,741,NULL,12,NULL,76953466
10255635,BOISE STATE UNIVERSITY,2200469662,32584891,10/25/2017,NULL,I01,60119739,1962 W BOISE AVE 4 /BOISE ID 83706-3104,202201,6558198433,1191740026,12/24/2021,1/24/2022,32,27.84,239,NULL,4,NULL,76953472
10255635,BOISE STATE UNIVERSITY,2200469662,32585627,10/25/2017,NULL,I01,60203845,1946 W BOISE AVE 5 /BOISE ID 83706-3188,202201,6558198433,1468089917,12/24/2021,1/24/2022,32,144.93,1421,NULL,8,NULL,76953473
10255635,BOISE STATE UNIVERSITY,2200469662,32585351,10/25/2017,NULL,I01,60454980,1946 W BOISE AVE 3 /BOISE ID 83706-3187,202201,6558198433,1115343140,12/24/2021,1/24/2022,32,97,956,NULL,9,NULL,76953474
10255635,BOISE STATE UNIVERSITY,2200469662,32585314,10/25/2017,NULL,I01,60424802,2016 W BOISE AVE 4 /BOISE ID 83706-3108,202201,6558198433,1559845342,12/24/2021,1/24/2022,32,231.92,2242,NULL,18,NULL,76953479
10255635,BOISE STATE UNIVERSITY,2200469662,32585319,10/25/2017,NULL,I01,60322870,2016 W BOISE AVE 1 /BOISE ID 83706-3108,202201,6558198433,1498669122,12/24/2021,1/24/2022,32,114.41,1125,NULL,7,NULL,76953480
10255635,BOISE STATE UNIVERSITY,2200469662,32585614,10/25/2017,NULL,I01,60378647,2016 W BOISE AVE 3 /BOISE ID 83706-3108,202201,6558198433,1115343440,12/24/2021,1/24/2022,32,116.79,1148,NULL,3,NULL,76953481
10255635,BOISE STATE UNIVERSITY,2200469662,32585613,10/25/2017,NULL,I01,60334493,2016 W BOISE AVE 6 /BOISE ID 83706-3108,202201,6558198433,1590775070,12/24/2021,1/24/2022,32,48.47,457,NULL,10,NULL,76953482
10255635,BOISE STATE UNIVERSITY,2200469662,32585326,10/25/2017,NULL,I01,60015767,1910 W BOISE AVE 6 /BOISE ID 83706-3101,202201,6558198433,1161182497,12/24/2021,1/24/2022,32,187.81,1837,NULL,5,NULL,76953483
10255635,BOISE STATE UNIVERSITY,2200469662,32584884,10/25/2017,NULL,I01,60214973,1910 W BOISE AVE 3 /BOISE ID 83706-3101,202201,6558198433,1084747536,12/24/2021,1/24/2022,32,162.77,1594,NULL,8,NULL,76953484
10255635,BOISE STATE UNIVERSITY,2200469662,32585033,10/25/2017,NULL,I01,60015823,1910 W BOISE AVE 5 /BOISE ID 83706-3101,202201,6558198433,1115343552,12/24/2021,1/24/2022,32,85.86,848,NULL,5,NULL,76953485
10255635,BOISE STATE UNIVERSITY,2200469662,32992568,11/24/2020,NULL,I01,60463662,1910 W BOISE AVE 4 /BOISE ID 83706-3101,202201,6558198433,1575158010,12/24/2021,1/24/2022,32,291.62,2771,NULL,10,NULL,76953486
10255635,BOISE STATE UNIVERSITY,2200469662,32585616,10/25/2017,NULL,I01,60145580,2016 W BOISE AVE 5 /BOISE ID 83706-3108,202201,6558198433,1176473534,12/24/2021,1/24/2022,32,67.2,655,NULL,8,NULL,76953487
10255635,BOISE STATE UNIVERSITY,2200469662,32585032,10/25/2017,NULL,I01,60166817,2008 W BOISE AVE 2 /BOISE ID 83706-3107,202201,6558198433,1069455264,12/24/2021,1/24/2022,32,75.89,747,NULL,14,NULL,76953489
10255635,BOISE STATE UNIVERSITY,2200469662,32584880,10/25/2017,NULL,I01,60183090,2008 W BOISE AVE 4 /BOISE ID 83706-3107,202201,6558198433,1130632180,12/24/2021,1/24/2022,32,139.17,1365,NULL,6,NULL,76953490
10255635,BOISE STATE UNIVERSITY,2200547103,32579981,10/25/2017,NULL,I01,60421267,1855 W BELMONT ST BLDG 307 /BOISE ID 83706-3112,202201,6573516206,1130632197,12/24/2021,1/24/2022,32,34.83,313,NULL,9,NULL,76953523
10255635,BOISE STATE UNIVERSITY,2200547103,32579969,10/25/2017,NULL,I01,60206402,1814 W POTTER DR /BOISE ID 83706-3147,202201,6573516206,1069455216,12/24/2021,1/24/2022,32,49.5,468,NULL,11,NULL,76954133
10255635,BOISE STATE UNIVERSITY,2200547103,32579993,10/25/2017,NULL,I01,60254504,1810 W POTTER DR /BOISE ID 83706-3147,202201,6573516206,1115343179,12/24/2021,1/24/2022,32,96.7,953,NULL,9,NULL,76954134
10255635,BOISE STATE UNIVERSITY,2200547103,33076474,10/26/2021,NULL,I01,60192755,1870 W BELMONT ST /BOISE ID 83706-3113,202201,6573516206,1130632456,12/24/2021,1/24/2022,32,60.48,584,NULL,6,NULL,76954259
10255635,BOISE STATE UNIVERSITY,2200547103,32840306,8/26/2019,NULL,I01,60135526,1630 S JOYCE ST /BOISE ID 83706-3131,202201,6573516206,1452828348,12/24/2021,1/24/2022,32,402.46,3753,NULL,12,NULL,76954272
10255635,BOISE STATE UNIVERSITY,2200547103,32579980,10/25/2017,NULL,I01,60464622,1803 W DONALD CIR /BOISE ID 83706-3122,202201,6573516206,1130632189,12/24/2021,1/24/2022,32,53.47,510,NULL,4,NULL,76954274
10255635,BOISE STATE UNIVERSITY,2200547103,32792556,5/25/2019,NULL,I01,60281318,1509 S JOYCE ST /BOISE ID 83706-3183,202201,6573516206,1575157568,12/24/2021,1/24/2022,32,54.52,521,NULL,6,NULL,76954477
10255635,BOISE STATE UNIVERSITY,2200547103,32579967,10/25/2017,NULL,I01,60083186,1809 W DONALD CIR /BOISE ID 83706-3122,202201,6573516206,1161182214,12/24/2021,1/24/2022,32,142.04,1393,NULL,8,NULL,76955475
10255635,BOISE STATE UNIVERSITY,2200547103,33076468,10/26/2021,NULL,I01,60485688,1808 W DONALD CIR /BOISE ID 83706-3123,202201,6573516206,1100049714,12/24/2021,1/24/2022,32,41,378,NULL,5,NULL,76955477
10255635,BOISE STATE UNIVERSITY,2200469662,32585330,10/25/2017,NULL,I01,60196882,2024 W BOISE AVE 1 /BOISE ID 83706-3109,202201,6558198433,1100050333,12/24/2021,1/24/2022,32,178.63,1748,NULL,17,NULL,76955547
10255635,BOISE STATE UNIVERSITY,2200469662,32584876,10/25/2017,NULL,I01,60068155,2024 W BOISE AVE 3 /BOISE ID 83706-3109,202201,6558198433,1084747462,12/24/2021,1/24/2022,32,165.85,1624,NULL,4.00,NULL,76955549
10255635,BOISE STATE UNIVERSITY,2200469662,32585631,10/25/2017,NULL,I01,60360506,2024 W BOISE AVE 4 /BOISE ID 83706-3109,202201,6558198433,1559845202,12/24/2021,1/24/2022,32,94.74,934,NULL,17.00,NULL,76955550
10255635,BOISE STATE UNIVERSITY,2200469662,32585307,10/25/2017,NULL,I01,60252435,1980 W BOISE AVE 3 /BOISE ID 83706-3105,202201,6558198433,1590775502,12/24/2021,1/24/2022,32,177.62,1738,NULL,17,NULL,76955599
10255635,BOISE STATE UNIVERSITY,2200469662,32585615,10/25/2017,NULL,I01,60186897,1980 W BOISE AVE 6 /BOISE ID 83706-3105,202201,6558198433,1069454866,12/24/2021,1/24/2022,32,234.98,2269,NULL,10,NULL,76955600
10255635,BOISE STATE UNIVERSITY,2200469662,32585030,10/25/2017,NULL,I01,60467693,1980 W BOISE AVE 5 /BOISE ID 83706-3105,202201,6558198433,1544549216,12/24/2021,1/24/2022,32,174.41,1707,NULL,8,NULL,76955601
10255635,BOISE STATE UNIVERSITY,2200469662,32584867,10/25/2017,NULL,I01,60177087,1980 W BOISE AVE 1 /BOISE ID 83706-3105,202201,6558198433,1529261631,12/24/2021,1/24/2022,32,163.17,1598,NULL,9,NULL,76955602
10255635,BOISE STATE UNIVERSITY,2200469662,32585636,10/25/2017,NULL,I01,60233842,2000 W BOISE AVE 1 /BOISE ID 83706-3106,202201,6558198433,1130632400,12/24/2021,1/24/2022,32,21.51,172,NULL,9,NULL,76955983
10255635,BOISE STATE UNIVERSITY,2200469662,32585623,10/25/2017,NULL,I01,60346593,2000 W BOISE AVE 3 /BOISE ID 83706-3106,202201,6558198433,1176473133,12/24/2021,1/24/2022,32,148.45,1455,NULL,5,NULL,76955986
10484535,BOISE STATE UNIVERSITY,2204654137,30359846,5/17/2001,NULL,I09S,60321765,970 S LUSK ST /BOISE ID 83706-2831,202201,6527562669,1575157634,12/24/2021,1/24/2022,32,1109.23,16880,30.00,30.40,64,77265947
10255635,BOISE STATE UNIVERSITY,2200063556,33076629,10/26/2021,NULL,I01,60297903,1987 W Cesar Chavez,202201,6450959708,1115343276,12/24/2021,1/24/2022,32,46.67,438,NULL,6,NULL,77371527
10255635,BOISE STATE UNIVERSITY,2200469662,32585308,10/25/2017,NULL,I01,60199550,2660 W BOISE AVE 4 /BOISE ID 83706-2961,202201,6558198433,1054160180,12/24/2021,1/24/2022,32,46.67,438,NULL,13.00,NULL,77413027
10255635,BOISE STATE UNIVERSITY,2200547103,32791749,5/8/2019,NULL,I01,60036861,1514 S MARTHA CIR /BOISE ID 83706-2935,202201,6573516206,1145915225,12/24/2021,1/24/2022,32,133.19,1307,NULL,9,NULL,77785032
10255635,BOISE STATE UNIVERSITY,2200547103,32857306,11/1/2019,NULL,I01,60448240,1833 1/2 W POTTER DR /BOISE ID 83706-3146,202201,6573516206,1054160235,12/24/2021,1/24/2022,32,15.54,109,NULL,2,NULL,79551562
10255635,BOISE STATE UNIVERSITY,2200063556,33076734,10/26/2021,NULL,I15C,60463455,860 W SHERWOOD ST /BOISE ID 83706-2883,202201,6450959708,1575157876,12/24/2021,1/24/2022,32,14.73,74,NULL,NULL,NULL,NULL
10255635,BOISE STATE UNIVERSITY,2200063556,33076740,10/26/2021,NULL,I15C,60463455,860 W SHERWOOD ST /BOISE ID 83706-2883,202201,6450959708,1115343603,12/24/2021,1/24/2022,32,17.9,157,NULL,NULL,NULL,NULL
10484535,BOISE STATE UNIVERSITY,2204654137,33077130,11/18/2021,NULL,I15R,60204940,960 S BROADWAY AVE /BOISE ID 83706-3600,202201,6527562669,1084737796,12/17/2021,1/18/2022,33,16.73,157,NULL,NULL,NULL,NULL
10484535,BOISE STATE UNIVERSITY,2204654137,33077132,10/26/2021,NULL,I15C,60203305,1801 W UNIVERSITY DR LITE /BOISE ID 83706-3020,202201,6527562669,1084747210,12/24/2021,1/24/2022,32,10.2,39,NULL,NULL,NULL,NULL
10484535,BOISE STATE UNIVERSITY,2204654137,33077134,10/26/2021,NULL,I15C,60203305,1801 W UNIVERSITY DR LITE /BOISE ID 83706-3020,202201,6527562669,1483384583,12/24/2021,1/24/2022,32,10.2,39,NULL,NULL,NULL,NULL
10484535,BOISE STATE UNIVERSITY,2204654137,33077136,10/26/2021,NULL,I15R,60572015,GRANT & MANITOU OSL's - BSU /BOISE ID 83706,202201,6527562669,1145916543,12/24/2021,1/24/2022,32,73.09,444,NULL,NULL,NULL,NULL
10484535,BOISE STATE UNIVERSITY,2204654137,33077139,10/26/2021,NULL,I41C,60010212,2500 W BOISE AVE BLDG 362 /BOISE ID 83706-2901,202201,6527562669,1130632458,12/24/2021,1/24/2022,32,4.18,68,NULL,NULL,NULL,NULL
