brian,BPName,Account#,Contract#,ContractStartDt,ContractEndDt,Rate,Premise#,PremiseAddress,UsageMonth,Invoice#,Bill#,BillPeriodStartDate,BillPeriodEndDate,BillPeriodDays,BillAmount,kWhQty,BilledkW,ActualkW,BLC,Meter#
10255635,BOISE STATE UNIVERSITY,2223505682,32585947,11/23/2017,NULL,I01,60491659,1305 S CHRISWAY DR 310 /BOISE ID 83706-4266,202201,6190397986,1513961798,12/24/2021,1/24/2022,32,37.96,346,NULL,6,NULL,75360002
10255635,BOISE STATE UNIVERSITY,2223505682,32585959,11/23/2017,NULL,I01,60199950,1307 S CHRISWAY DR 212 /BOISE ID 83706-4258,202201,6190397986,1145915023,12/24/2021,1/24/2022,32,16.21,116,NULL,4,NULL,75360003
10255635,BOISE STATE UNIVERSITY,2223505682,32585983,11/23/2017,NULL,I01,60220188,1307 S CHRISWAY DR 310 /BOISE ID 83706-4258,202201,6190397986,1513962264,12/24/2021,1/24/2022,32,36.44,330,NULL,4,NULL,75360004
10255635,BOISE STATE UNIVERSITY,2223505682,32585920,11/23/2017,NULL,I01,60170433,1307 S CHRISWAY DR 106 /BOISE ID 83706-4258,202201,6190397986,1100050039,12/24/2021,1/24/2022,32,26.7,227,NULL,4,NULL,75360005
10255635,BOISE STATE UNIVERSITY,2223505682,32585665,11/23/2017,NULL,I01,60015216,1307 S CHRISWAY DR 312 /BOISE ID 83706-4258,202201,6190397986,1498669168,12/24/2021,1/24/2022,32,23.31,191,NULL,5,NULL,75360006
10255635,BOISE STATE UNIVERSITY,2223504115,32582149,10/25/2017,NULL,I01,60254748,1311 S CHRISWAY DR 204 /BOISE ID 83706-4181,202201,6067860335,1559845361,12/24/2021,1/24/2022,32,45.16,422,NULL,6,NULL,75360007
10255635,BOISE STATE UNIVERSITY,2223504115,32582178,10/25/2017,NULL,I01,60504990,1311 S CHRISWAY DR 404 /BOISE ID 83706-4181,202201,6067860335,1529261696,12/24/2021,1/24/2022,32,31.99,283,NULL,3,NULL,75360008
10255635,BOISE STATE UNIVERSITY,2223504115,32582133,10/25/2017,NULL,I01,60044047,1311 S CHRISWAY DR 114 /BOISE ID 83706-4181,202201,6067860335,1559845444,12/24/2021,1/24/2022,32,45.54,426,NULL,7,NULL,75360009
10255635,BOISE STATE UNIVERSITY,2223504115,32582158,10/25/2017,NULL,I01,60127723,1311 S CHRISWAY DR 304 /BOISE ID 83706-4181,202201,6067860335,1100050379,12/24/2021,1/24/2022,32,61.91,599,NULL,5,NULL,75360010
10255635,BOISE STATE UNIVERSITY,2223505682,32585987,11/23/2017,NULL,I01,60312069,1307 S CHRISWAY DR 214 /BOISE ID 83706-4258,202201,6190397986,1498668768,12/24/2021,1/24/2022,32,35.42,319,NULL,5,NULL,75360015
10255635,BOISE STATE UNIVERSITY,2223505682,32585976,11/23/2017,NULL,I01,60277228,1307 S CHRISWAY DR 314 /BOISE ID 83706-4258,202201,6190397986,1468089908,12/24/2021,1/24/2022,32,15.16,105,NULL,3,NULL,75360016
10255635,BOISE STATE UNIVERSITY,2223505682,32585945,11/23/2017,NULL,I01,60514623,1307 S CHRISWAY DR 210 /BOISE ID 83706-4258,202201,6190397986,1145914938,12/24/2021,1/24/2022,32,20.56,162,NULL,4,NULL,75360017
10255635,BOISE STATE UNIVERSITY,2223505682,32585927,11/23/2017,NULL,I01,60002725,1307 S CHRISWAY DR 104 /BOISE ID 83706-4258,202201,6190397986,1115343491,12/24/2021,1/24/2022,32,24.71,206,NULL,4,NULL,75360018
10255635,BOISE STATE UNIVERSITY,2223504115,32582146,10/25/2017,NULL,I01,60385936,1313 S CHRISWAY DR 311 /BOISE ID 83706-3365,202201,6067860335,1161182612,12/24/2021,1/24/2022,32,34.83,313,NULL,4,NULL,75360019
10255635,BOISE STATE UNIVERSITY,2223504115,32582160,10/25/2017,NULL,I01,60018719,1313 S CHRISWAY DR 112 /BOISE ID 83706-3365,202201,6067860335,1161182638,12/24/2021,1/24/2022,32,59.35,572,NULL,5,NULL,75360020
10255635,BOISE STATE UNIVERSITY,2223504115,32582176,10/25/2017,NULL,I01,60482043,1313 S CHRISWAY DR 410 /BOISE ID 83706-3365,202201,6067860335,1176473193,12/24/2021,1/24/2022,32,22.93,187,NULL,2,NULL,75360022
10255635,BOISE STATE UNIVERSITY,2223505682,32585684,11/23/2017,NULL,I01,60192267,1307 S CHRISWAY DR 208 /BOISE ID 83706-4258,202201,6190397986,1590775098,12/24/2021,1/24/2022,32,31.34,276,NULL,5,NULL,75360023
10255635,BOISE STATE UNIVERSITY,2223505682,32585954,11/23/2017,NULL,I01,60465171,1307 S CHRISWAY DR 108 /BOISE ID 83706-4258,202201,6190397986,1100050395,12/24/2021,1/24/2022,32,17.34,128,NULL,1,NULL,75360024
10255635,BOISE STATE UNIVERSITY,2223505682,32585690,11/23/2017,NULL,I01,60220114,1307 S CHRISWAY DR 102 /BOISE ID 83706-4258,202201,6190397986,1544548880,12/24/2021,1/24/2022,32,18.1,136,NULL,5,NULL,75360025
10255635,BOISE STATE UNIVERSITY,2223505682,32585953,11/23/2017,NULL,I01,60163871,1307 S CHRISWAY DR 308 /BOISE ID 83706-4258,202201,6190397986,1161182657,12/24/2021,1/24/2022,32,24.35,202,NULL,4,NULL,75360026
10255635,BOISE STATE UNIVERSITY,2223504115,32582196,10/25/2017,NULL,I01,60495524,1313 S CHRISWAY DR 203 /BOISE ID 83706-3365,202201,6067860335,1191739912,12/24/2021,1/24/2022,32,39.2,359,NULL,5,NULL,75360027
10255635,BOISE STATE UNIVERSITY,2223504115,32582134,10/25/2017,NULL,I01,60211825,1313 S CHRISWAY DR 304 /BOISE ID 83706-3365,202201,6067860335,1161182285,12/24/2021,1/24/2022,32,55.86,535,NULL,5,NULL,75360028
10255635,BOISE STATE UNIVERSITY,2223504115,32582131,10/25/2017,NULL,I01,60226536,1313 S CHRISWAY DR 403 /BOISE ID 83706-3365,202201,6067860335,1191739937,12/24/2021,1/24/2022,32,26.81,228,NULL,5,NULL,75360029
10255635,BOISE STATE UNIVERSITY,2223504115,32582129,10/25/2017,NULL,I01,60266742,1313 S CHRISWAY DR 104 /BOISE ID 83706-3365,202201,6067860335,1483384630,12/24/2021,1/24/2022,32,49.69,470,NULL,5,NULL,75360030
10255635,BOISE STATE UNIVERSITY,2223504115,32582719,10/25/2017,NULL,I01,60269228,1313 S CHRISWAY DR 114 /BOISE ID 83706-3365,202201,6067860335,1483384555,12/24/2021,1/24/2022,32,52.33,498,NULL,3,NULL,75360031
10255635,BOISE STATE UNIVERSITY,2223504115,32582130,10/25/2017,NULL,I01,60142883,1313 S CHRISWAY DR 212 /BOISE ID 83706-3365,202201,6067860335,1100049897,12/24/2021,1/24/2022,32,38.53,352,NULL,5,NULL,75360032
10255635,BOISE STATE UNIVERSITY,2223504115,32582170,10/25/2017,NULL,I01,60263009,1313 S CHRISWAY DR 313 /BOISE ID 83706-3365,202201,6067860335,1100049742,12/24/2021,1/24/2022,32,71.56,701,NULL,6,NULL,75360033
10255635,BOISE STATE UNIVERSITY,2223504115,32582713,10/25/2017,NULL,I01,60298219,1313 S CHRISWAY DR 412 /BOISE ID 83706-3365,202201,6067860335,1176473501,12/24/2021,1/24/2022,32,56.61,543,NULL,5,NULL,75360034
10255635,BOISE STATE UNIVERSITY,2223504115,32582706,10/25/2017,NULL,I01,60151042,1309 S CHRISWAY DR 315 /BOISE ID 83706-4187,202201,6067860335,1575157916,12/24/2021,1/24/2022,32,31.73,280,NULL,5,NULL,75360035
10255635,BOISE STATE UNIVERSITY,2223504115,32582135,10/25/2017,NULL,I01,60263656,1309 S CHRISWAY DR 213 /BOISE ID 83706-4187,202201,6067860335,1191739705,12/24/2021,1/24/2022,32,35.12,316,NULL,4,NULL,75360036
10255635,BOISE STATE UNIVERSITY,2223504115,32582155,10/25/2017,NULL,I01,60451307,1309 S CHRISWAY DR 313 /BOISE ID 83706-4187,202201,6067860335,1513962247,12/24/2021,1/24/2022,32,60.96,589,NULL,6,NULL,75360037
10255635,BOISE STATE UNIVERSITY,2223504115,32582147,10/25/2017,NULL,I01,60254709,1309 S CHRISWAY DR 120 /BOISE ID 83706-4187,202201,6067860335,1100049723,12/24/2021,1/24/2022,32,23.86,197,NULL,4,NULL,75360038
10255635,BOISE STATE UNIVERSITY,2223504115,32582141,10/25/2017,NULL,I01,60181230,1309 S CHRISWAY DR 118 /BOISE ID 83706-4187,202201,6067860335,1100050321,12/24/2021,1/24/2022,32,49.69,470,NULL,5,NULL,75360039
10255635,BOISE STATE UNIVERSITY,2223504115,32582714,10/25/2017,NULL,I01,60340448,1309 S CHRISWAY DR 211 /BOISE ID 83706-4187,202201,6067860335,1544549061,12/24/2021,1/24/2022,32,45.25,423,NULL,6,NULL,75360040
10255635,BOISE STATE UNIVERSITY,2223504115,32582186,10/25/2017,NULL,I01,60525670,1309 S CHRISWAY DR 311 /BOISE ID 83706-4187,202201,6067860335,1069455165,12/24/2021,1/24/2022,32,53,505,NULL,5,NULL,75360041
10255635,BOISE STATE UNIVERSITY,2223504115,32582165,10/25/2017,NULL,I01,60501513,1309 S CHRISWAY DR 309 /BOISE ID 83706-4187,202201,6067860335,1191740050,12/24/2021,1/24/2022,32,35.98,325,NULL,7,NULL,75360042
10255635,BOISE STATE UNIVERSITY,2223504115,32582195,10/25/2017,NULL,I01,60090813,1311 S CHRISWAY DR 102 /BOISE ID 83706-4181,202201,6067860335,1590775457,12/24/2021,1/24/2022,32,103.19,1016,NULL,7,NULL,75360047
10255635,BOISE STATE UNIVERSITY,2223504115,32582139,10/25/2017,NULL,I01,60375727,1311 S CHRISWAY DR 206 /BOISE ID 83706-4181,202201,6067860335,1513961834,12/24/2021,1/24/2022,32,28.03,241,NULL,4,NULL,75360048
10255635,BOISE STATE UNIVERSITY,2223504115,32582154,10/25/2017,NULL,I01,60486562,1311 S CHRISWAY DR 306 /BOISE ID 83706-4181,202201,6067860335,1590774786,12/24/2021,1/24/2022,32,33.14,295,NULL,4,NULL,75360049
10255635,BOISE STATE UNIVERSITY,2223504115,32582192,10/25/2017,NULL,I01,60165893,1311 S CHRISWAY DR 406 /BOISE ID 83706-4181,202201,6067860335,1452828128,12/24/2021,1/24/2022,32,36.83,334,NULL,3,NULL,75360050
10255635,BOISE STATE UNIVERSITY,2223504115,32582177,10/25/2017,NULL,I01,60182561,1311 S CHRISWAY DR 210 /BOISE ID 83706-4181,202201,6067860335,1513961956,12/24/2021,1/24/2022,32,58.01,558,NULL,5,NULL,75360051
10255635,BOISE STATE UNIVERSITY,2223504115,32582132,10/25/2017,NULL,I01,60054828,1311 S CHRISWAY DR 106 /BOISE ID 83706-4181,202201,6067860335,1161182562,12/24/2021,1/24/2022,32,50.35,477,NULL,6,NULL,75360052
10255635,BOISE STATE UNIVERSITY,2223504115,32582153,10/25/2017,NULL,I01,60025401,1311 S CHRISWAY DR 410 /BOISE ID 83706-4181,202201,6067860335,1590775093,12/24/2021,1/24/2022,32,36.73,333,NULL,4,NULL,75360053
10255635,BOISE STATE UNIVERSITY,2223504115,32582168,10/25/2017,NULL,I01,60207681,1311 S CHRISWAY DR 302 /BOISE ID 83706-4181,202201,6067860335,1084747115,12/24/2021,1/24/2022,32,32.2,285,NULL,5,NULL,75360055
10255635,BOISE STATE UNIVERSITY,2223504115,32582137,10/25/2017,NULL,I01,60049735,1311 S CHRISWAY DR 202 /BOISE ID 83706-4181,202201,6067860335,1483384709,12/24/2021,1/24/2022,32,23.96,198,NULL,3,NULL,75360056
10255635,BOISE STATE UNIVERSITY,2223504115,32582199,10/25/2017,NULL,I01,60459520,1311 S CHRISWAY DR 112 /BOISE ID 83706-4181,202201,6067860335,1498668780,12/24/2021,1/24/2022,32,34.75,312,NULL,4,NULL,75360057
10255635,BOISE STATE UNIVERSITY,2223504115,32582185,10/25/2017,NULL,I01,60347155,1311 S CHRISWAY DR 402 /BOISE ID 83706-4181,202201,6067860335,1069455252,12/24/2021,1/24/2022,32,48.47,457,NULL,5,NULL,75360058
10255635,BOISE STATE UNIVERSITY,2223505682,32585692,11/23/2017,NULL,I01,60267225,1303 S CHRISWAY DR 203 /BOISE ID 83706-4270,202201,6190397986,1483384372,12/24/2021,1/24/2022,32,25.2,211,NULL,5,NULL,75360059
10255635,BOISE STATE UNIVERSITY,2223505682,32585958,11/23/2017,NULL,I01,60173079,1303 S CHRISWAY DR 120 /BOISE ID 83706-4270,202201,6190397986,1100050335,12/24/2021,1/24/2022,32,35.8,323,NULL,5,NULL,75360060
10255635,BOISE STATE UNIVERSITY,2223505682,32585934,11/23/2017,NULL,I01,60461318,1303 S CHRISWAY DR 302 /BOISE ID 83706-4270,202201,6190397986,1513962263,12/24/2021,1/24/2022,32,36.73,333,NULL,7,NULL,75360061
10255635,BOISE STATE UNIVERSITY,2223505682,32585957,11/23/2017,NULL,I01,60066874,1303 S CHRISWAY DR 114 /BOISE ID 83706-4270,202201,6190397986,1590775409,12/24/2021,1/24/2022,32,30.49,267,NULL,5,NULL,75360062
10255635,BOISE STATE UNIVERSITY,2223505682,32585949,11/23/2017,NULL,I01,60231343,1305 S CHRISWAY DR 108 /BOISE ID 83706-4266,202201,6190397986,1054160614,12/24/2021,1/24/2022,32,31.92,282,NULL,5,NULL,75360067
10255635,BOISE STATE UNIVERSITY,2223505682,32585950,11/23/2017,NULL,I01,60383166,1305 S CHRISWAY DR 316 /BOISE ID 83706-4266,202201,6190397986,1498668782,12/24/2021,1/24/2022,32,27.18,232,NULL,4,NULL,75360068
10255635,BOISE STATE UNIVERSITY,2223505682,32585968,11/23/2017,NULL,I01,60164558,1305 S CHRISWAY DR 216 /BOISE ID 83706-4266,202201,6190397986,1513961796,12/24/2021,1/24/2022,32,23.68,195,NULL,5,NULL,75360069
10255635,BOISE STATE UNIVERSITY,2223505682,32585970,11/23/2017,NULL,I01,60019791,1305 S CHRISWAY DR 106 /BOISE ID 83706-4266,202201,6190397986,1130632531,12/24/2021,1/24/2022,32,52.63,501,NULL,7,NULL,75360070
10255635,BOISE STATE UNIVERSITY,2223505682,32585971,11/23/2017,NULL,I01,60178945,1305 S CHRISWAY DR 214 /BOISE ID 83706-4266,202201,6190397986,1575157852,12/24/2021,1/24/2022,32,31.73,280,NULL,5,NULL,75360071
10255635,BOISE STATE UNIVERSITY,2223505682,32585687,11/23/2017,NULL,I01,60329121,1305 S CHRISWAY DR 314 /BOISE ID 83706-4266,202201,6190397986,1452828404,12/24/2021,1/24/2022,32,19.8,154,NULL,5,NULL,75360072
10255635,BOISE STATE UNIVERSITY,2223505682,32585980,11/23/2017,NULL,I01,60269929,1305 S CHRISWAY DR 210 /BOISE ID 83706-4266,202201,6190397986,1191739659,12/24/2021,1/24/2022,32,39.47,362,NULL,7,NULL,75360073
10255635,BOISE STATE UNIVERSITY,2223505682,32585683,11/23/2017,NULL,I01,60367854,1305 S CHRISWAY DR 102 /BOISE ID 83706-4266,202201,6190397986,1483384544,12/24/2021,1/24/2022,32,26.24,222,NULL,5,NULL,75360074
10255635,BOISE STATE UNIVERSITY,2223504115,32582194,10/25/2017,NULL,I01,60117298,1313 S CHRISWAY DR 308 /BOISE ID 83706-3365,202201,6067860335,1452828289,12/24/2021,1/24/2022,32,71.92,705,NULL,3,NULL,75360075
10255635,BOISE STATE UNIVERSITY,2223504115,32582198,10/25/2017,NULL,I01,60176770,1313 S CHRISWAY DR 108 /BOISE ID 83706-3365,202201,6067860335,1130632496,12/24/2021,1/24/2022,32,63.7,618,NULL,8,NULL,75360076
10255635,BOISE STATE UNIVERSITY,2223504115,32582167,10/25/2017,NULL,I01,60144514,1313 S CHRISWAY DR 407 /BOISE ID 83706-3365,202201,6067860335,1529261763,12/24/2021,1/24/2022,32,29.44,256,NULL,3,NULL,75360077
10255635,BOISE STATE UNIVERSITY,2223504115,32582140,10/25/2017,NULL,I01,60022692,1313 S CHRISWAY DR 207 /BOISE ID 83706-3365,202201,6067860335,1084747180,12/24/2021,1/24/2022,32,57.26,550,NULL,5,NULL,75360078
10255635,BOISE STATE UNIVERSITY,2201686439,33076846,10/26/2021,NULL,I01,60484938,2580 W BOISE AVE COMM /BOISE ID 83706-2921,202201,6588868439,1115343280,12/24/2021,1/24/2022,32,281.37,2680,NULL,8.00,NULL,75360466
10484535,BOISE STATE UNIVERSITY,2204654137,30510354,5/17/2001,NULL,I09S,60146460,2055 UNIVERSITY DR /BOISE ID 83706-3024,202201,6527562669,1529261748,12/24/2021,1/24/2022,32,125.46,1035,4.00,4.23,13,75360481
10255635,BOISE STATE UNIVERSITY,2200547103,32579992,10/25/2017,NULL,I01,60294432,1862 W BELMONT ST /BOISE ID 83706-3113,202201,6573516206,1145915223,12/24/2021,1/24/2022,32,66.92,652,NULL,8,NULL,76796554
10484535,BOISE STATE UNIVERSITY,2204654137,30283063,10/1/1975,NULL,I07,60332430,1110 S VERMONT AVE /BOISE ID 83706-3268,202201,6527562669,1100050492,12/24/2021,1/24/2022,32,112.38,883,NULL,6,NULL,76797011
10484535,BOISE STATE UNIVERSITY,2204654137,33076916,10/26/2021,NULL,I07,60159585,1429 W BELMONT ST /BOISE ID 83706-3229,202201,6527562669,1130632085,12/24/2021,1/24/2022,32,21.29,136,NULL,3,NULL,76799589
10484535,BOISE STATE UNIVERSITY,2204654137,33076908,10/26/2021,NULL,I07,60312524,1427 W BELMONT ST /BOISE ID 83706-3229,202201,6527562669,1590775364,12/24/2021,1/24/2022,32,40.16,296,NULL,4,NULL,76799590
10484535,BOISE STATE UNIVERSITY,2204654137,30283086,3/22/1996,NULL,I09S,60265461,1012 W UNIVERSITY DR /BOISE ID 83706-3006,202201,6527562669,1054150959,12/17/2021,1/18/2022,33,67.48,483,1,0.98,1,76802029
10484535,BOISE STATE UNIVERSITY,2204654137,33076994,10/26/2021,NULL,I09S,60316623,1113 S EUCLID AVE /BOISE ID 83706-3237,202201,6527562669,1191739684,12/24/2021,1/24/2022,32,654.97,8870,32,31.73,28,76803521
10484535,BOISE STATE UNIVERSITY,2204654137,33076928,10/26/2021,NULL,I07,60470035,1105 S MANITOU AVE /BOISE ID 83706-3255,202201,6527562669,1100050139,12/24/2021,1/24/2022,32,140.92,1115,NULL,2,NULL,76831462
10255635,BOISE STATE UNIVERSITY,2200063556,33076648,10/26/2021,NULL,I01,60166948,1829 W YALE CT /BOISE ID 83706-3152,202201,6450959708,1452828068,12/24/2021,1/24/2022,32,75.62,744,NULL,6,NULL,76840854
10255635,BOISE STATE UNIVERSITY,2200063556,33076641,10/26/2021,NULL,I01,60296017,1827 W YALE CT /BOISE ID 83706-3152,202201,6450959708,1544549091,12/24/2021,1/24/2022,32,73.45,721,NULL,7,NULL,76840855
10484535,BOISE STATE UNIVERSITY,2204654137,33076921,10/26/2021,NULL,I07,60051089,1130 S MANITOU AVE /BOISE ID 83706-3256,202201,6527562669,1468089871,12/24/2021,1/24/2022,32,78.92,611,NULL,3,NULL,76841663
10484535,BOISE STATE UNIVERSITY,2201019821,33076710,10/26/2021,NULL,I09S,60241328,2000 W BOISE AVE HSE /BOISE ID 83706-3106,202201,6159761347,1529261933,12/24/2021,1/24/2022,32,216.85,1540,27,26.6,26,76844482
10484535,BOISE STATE UNIVERSITY,2204654137,30274467,2/23/2007,NULL,I09S,60315914,1900 W BOISE AVE HSE /BOISE ID 83706-3158,202201,6527562669,1468089955,12/24/2021,1/24/2022,32,267.2,2760,5,5.4,6,76844483
10484535,BOISE STATE UNIVERSITY,2204654137,30274509,1/25/2007,NULL,I07,60150576,1873 University Dr UTLY /BOISE ID 83706-0000,202201,6527562669,1483384607,12/24/2021,1/24/2022,32,12.91,65,NULL,1,NULL,76951464
10484535,BOISE STATE UNIVERSITY,2204654137,30510353,5/17/2001,NULL,I07,60497207,1869 W UNIVERSITY DR /BOISE ID 83706-3020,202201,6527562669,1468089875,12/24/2021,1/24/2022,32,151.5,1201,NULL,4,NULL,76951465
10484535,BOISE STATE UNIVERSITY,2204654137,30274707,5/17/2001,NULL,I07,60169631,1871 W UNIVERSITY DR /BOISE ID 83706-3020,202201,6527562669,1176473121,12/24/2021,1/24/2022,32,148.05,1173,NULL,6,NULL,76951466
10255635,BOISE STATE UNIVERSITY,2200547103,32579968,10/25/2017,NULL,I01,60244014,1803 W POTTER DR /BOISE ID 83706-3146,202201,6573516206,1100050059,12/24/2021,1/24/2022,32,67.75,661,NULL,7,NULL,76951511
10255635,BOISE STATE UNIVERSITY,2200547103,32579985,10/25/2017,NULL,I01,60430537,1711 W POTTER DR /BOISE ID 83706-3144,202201,6573516206,1468090111,12/24/2021,1/24/2022,32,203.79,1992,NULL,12,NULL,76951514
10255635,BOISE STATE UNIVERSITY,2200547103,32791748,5/8/2019,NULL,I01,60440527,1815 W POTTER DR /BOISE ID 83706-3146,202201,6573516206,1130632228,12/24/2021,1/24/2022,32,96.07,947,NULL,9,NULL,76951515
10255635,BOISE STATE UNIVERSITY,2200547103,32579983,10/25/2017,NULL,I01,60332220,1817 W POTTER DR /BOISE ID 83706-3146,202201,6573516206,1069455233,12/24/2021,1/24/2022,32,348.29,3273,NULL,14,NULL,76951516
10255635,BOISE STATE UNIVERSITY,2200063556,33076635,10/26/2021,NULL,I01,60177038,1818 W YALE CT /BOISE ID 83706-3153,202201,6450959708,1468090194,12/24/2021,1/24/2022,32,50.46,478,NULL,5,NULL,76951532
10484535,BOISE STATE UNIVERSITY,2204654137,30274870,5/17/2001,NULL,I07,60156203,1875 W UNIVERSITY DR /BOISE ID 83706-3020,202201,6527562669,1069455272,12/24/2021,1/24/2022,32,221.26,1768,NULL,6,NULL,76952175
10255635,BOISE STATE UNIVERSITY,2200469662,32585624,10/25/2017,NULL,I01,60503628,2000 W BOISE AVE 6 /BOISE ID 83706-3106,202201,6558198433,1084747430,12/24/2021,1/24/2022,32,167.31,1638,NULL,7,NULL,76952832
10255635,BOISE STATE UNIVERSITY,2200469662,32585625,10/25/2017,NULL,I01,60253066,2000 W BOISE AVE 2 /BOISE ID 83706-3106,202201,6558198433,1069455126,12/24/2021,1/24/2022,32,86.9,858,NULL,4,NULL,76952834
10255635,BOISE STATE UNIVERSITY,2200469662,32584882,10/25/2017,NULL,I01,60179887,1962 W BOISE AVE 3 /BOISE ID 83706-3104,202201,6558198433,1100050441,12/24/2021,1/24/2022,32,104.33,1027,NULL,8,NULL,76953427
10255635,BOISE STATE UNIVERSITY,2200469662,32585304,10/25/2017,NULL,I01,60185056,1962 W BOISE AVE 6 /BOISE ID 83706-3104,202201,6558198433,1115343599,12/24/2021,1/24/2022,32,182.86,1789,NULL,14,NULL,76953428
10255635,BOISE STATE UNIVERSITY,2200469662,32585355,10/25/2017,NULL,I01,60211094,1962 W BOISE AVE 5 /BOISE ID 83706-3104,202201,6558198433,1054160648,12/24/2021,1/24/2022,32,55.86,535,NULL,1,NULL,76953429
10255635,BOISE STATE UNIVERSITY,2200469662,32585340,10/25/2017,NULL,I01,60215003,1962 W BOISE AVE 1 /BOISE ID 83706-3104,202201,6558198433,1544548858,12/24/2021,1/24/2022,32,53.77,513,NULL,16,NULL,76953430
10255635,BOISE STATE UNIVERSITY,2200469662,32585630,10/25/2017,NULL,I01,60182721,2024 W BOISE AVE 6 /BOISE ID 83706-3109,202201,6558198433,1544549228,12/24/2021,1/24/2022,32,156.37,1532,NULL,18.00,NULL,76953439
10255635,BOISE STATE UNIVERSITY,2200469662,32585356,10/25/2017,NULL,I01,60142560,2024 W BOISE AVE 5 /BOISE ID 83706-3109,202201,6558198433,1176473164,12/24/2021,1/24/2022,32,177.62,1738,NULL,15.00,NULL,76953440
10255635,BOISE STATE UNIVERSITY,2200469662,32585339,10/25/2017,NULL,I01,60013621,2024 W BOISE AVE 2 /BOISE ID 83706-3109,202201,6558198433,1084747584,12/24/2021,1/24/2022,32,190.18,1860,NULL,16.00,NULL,76953441
10255635,BOISE STATE UNIVERSITY,2200469662,32584873,10/25/2017,NULL,I01,60058615,1946 W BOISE AVE 4 /BOISE ID 83706-3188,202201,6558198433,1069454976,12/24/2021,1/24/2022,32,116.9,1149,NULL,6,NULL,76953443
10255635,BOISE STATE UNIVERSITY,2200469662,32585353,10/25/2017,NULL,I01,60006813,1946 W BOISE AVE 1 /BOISE ID 83706-3187,202201,6558198433,1513962093,12/24/2021,1/24/2022,32,113.6,1117,NULL,10,NULL,76953444
10255635,BOISE STATE UNIVERSITY,2200469662,32585622,10/25/2017,NULL,I01,60040762,1946 W BOISE AVE 2 /BOISE ID 83706-3187,202201,6558198433,1115343438,12/24/2021,1/24/2022,32,262.97,2517,NULL,17,NULL,76953445
10255635,BOISE STATE UNIVERSITY,2200469662,32584881,10/25/2017,NULL,I01,60381183,1946 W BOISE AVE 6 /BOISE ID 83706-3188,202201,6558198433,1084747544,12/24/2021,1/24/2022,32,208.44,2034,NULL,9,NULL,76953446
10255635,BOISE STATE UNIVERSITY,2200469662,32584893,10/25/2017,NULL,I01,60372459,2008 W BOISE AVE 3 /BOISE ID 83706-3107,202201,6558198433,1575157872,12/24/2021,1/24/2022,32,197.1,1927,NULL,14,NULL,76953447
10255635,BOISE STATE UNIVERSITY,2200469662,32585618,10/25/2017,NULL,I01,60526531,2008 W BOISE AVE 5 /BOISE ID 83706-3107,202201,6558198433,1483384395,12/24/2021,1/24/2022,32,11.19,63,NULL,7,NULL,76953448
10255635,BOISE STATE UNIVERSITY,2200469662,32584878,10/25/2017,NULL,I01,60136011,2008 W BOISE AVE 6 /BOISE ID 83706-3107,202201,6558198433,1176473245,12/24/2021,1/24/2022,32,115.44,1135,NULL,19,NULL,76953449
10255635,BOISE STATE UNIVERSITY,2200469662,32585341,10/25/2017,NULL,I01,60519773,2008 W BOISE AVE 1 /BOISE ID 83706-3107,202201,6558198433,1498668889,12/24/2021,1/24/2022,32,85.86,848,NULL,14,NULL,76953450
10255635,BOISE STATE UNIVERSITY,2200469662,32585321,10/25/2017,NULL,I01,60160845,1928 W BOISE AVE 5 /BOISE ID 83706-3102,202201,6558198433,1483384587,12/24/2021,1/24/2022,32,62.47,605,NULL,3,NULL,76953451
10255635,BOISE STATE UNIVERSITY,2200469662,32585034,10/25/2017,NULL,I01,60203819,1928 W BOISE AVE 3 /BOISE ID 83706-3102,202201,6558198433,1191740088,12/24/2021,1/24/2022,32,146.47,1436,NULL,8,NULL,76953452
10255635,BOISE STATE UNIVERSITY,2200469662,32585349,10/25/2017,NULL,I01,60453175,1928 W BOISE AVE 1 /BOISE ID 83706-3102,202201,6558198433,1145915365,12/24/2021,1/24/2022,32,76.56,754,NULL,9,NULL,76953453
10255635,BOISE STATE UNIVERSITY,2200469662,32585626,10/25/2017,NULL,I01,60010225,1928 W BOISE AVE 6 /BOISE ID 83706-3102,202201,6558198433,1483384648,12/24/2021,1/24/2022,32,142.87,1401,NULL,16,NULL,76953454
10255635,BOISE STATE UNIVERSITY,2200469662,32585352,10/25/2017,NULL,I01,60395893,1910 W BOISE AVE 1 /BOISE ID 83706-3101,202201,6558198433,1452828282,12/24/2021,1/24/2022,32,81.65,807,NULL,5,NULL,76953459
10255635,BOISE STATE UNIVERSITY,2200469662,32584897,10/25/2017,NULL,I01,60021757,1928 W BOISE AVE 4 /BOISE ID 83706-3102,202201,6558198433,1161182590,12/24/2021,1/24/2022,32,122.15,1200,NULL,10,NULL,76953460
10255635,BOISE STATE UNIVERSITY,2200469662,30568513,6/26/2015,NULL,I01,60432121,1928 W BOISE AVE 2 /BOISE ID 83706-3102,202201,6558198433,1161182603,12/24/2021,1/24/2022,32,201.2,1967,NULL,12,NULL,76953461
